City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
233,tanete,ID,-3.9443,119.7848,74.16,98,100,3.33,overcast clouds
234,san sebastian,ES,43.3128,-1.975,75.15,83,0,1.01,clear sky
235,suzhou,CN,31.3114,120.6181,78.67,93,83,8.39,light rain
236,bekhtery,UA,46.251,32.2927,65.43,58,100,5.06,overcast clouds
237,necochea,AR,-38.5473,-58.7368,58.03,79,100,15.21,overcast clouds
238,wamba,NG,8.9333,8.6,74.64,94,13,1.07,few clouds
239,kulu,TR,39.0951,33.0799,61.93,53,0,5.48,clear sky
240,iqaluit,CA,63.7506,-68.5145,40.73,45,90,10.36,overcast clouds
241,elko,US,41.0002,-115.5012,82.74,31,82,1.99,broken clouds
242,brekstad,NO,63.687,9.6654,56.68,94,75,8.05,broken clouds
243,marawi,PH,7.9986,124.2928,66.65,84,100,2.42,overcast clouds
244,gizo,SB,-8.103,156.8419,81.37,77,42,6.82,scattered clouds
245,san nicolas,PH,18.1725,120.5953,78.37,88,100,14.58,light rain
246,praia da vitoria,PT,38.7333,-27.0667,70.05,78,75,19.44,broken clouds
247,bridlington,GB,54.0831,-0.1919,61.9,80,100,12.62,overcast clouds
248,richards bay,ZA,-28.783,32.0377,65.89,67,0,17.54,clear sky
249,caravelas,BR,-17.7125,-39.2481,74.75,80,0,9.84,clear sky
250,puerto narino,CO,-3.7703,-70.3831,87.75,85,89,1.3,overcast clouds
251,srandakan,ID,-7.9386,110.2506,76.12,88,96,12.33,overcast clouds
252,khani,GE,41.9563,42.9566,60.37,98,100,1.5,overcast clouds
253,liverpool,GB,53.4106,-2.9779,61.68,85,0,8.05,clear sky
254,carutapera,BR,-1.195,-46.02,80.56,72,10,9.4,clear sky
255,namibe,AO,-15.1961,12.1522,68.83,85,97,2.8,overcast clouds
256,humberto de campos,BR,-2.5983,-43.4611,79.93,80,41,9.89,scattered clouds
257,pokoynoye,RU,44.8097,44.2517,62.11,62,71,7.27,light rain
258,homer,US,59.6425,-151.5483,58.08,65,1,0.0,clear sky
259,adrar,MR,20.5022,-10.0711,84.74,43,97,18.68,overcast clouds
260,gazanjyk,TM,39.2446,55.5154,72.5,24,0,13.96,clear sky
261,messina,IT,38.1933,15.5497,72.19,84,20,2.3,few clouds
262,namatanai,PG,-3.6667,152.4333,80.13,77,82,4.63,broken clouds
263,tiksi,RU,71.6872,128.8694,43.3,60,12,10.0,few clouds
264,porto novo,BJ,6.4965,2.6036,78.62,87,57,4.16,broken clouds
265,santa cruz,BO,-17.8,-63.1667,87.26,48,40,19.57,scattered clouds
266,garissa,KE,-0.4536,39.6401,74.79,72,90,21.59,overcast clouds
267,sao joao da barra,BR,-21.6403,-41.0511,77.09,87,98,8.1,overcast clouds
268,alofi,NU,-19.0595,-169.9187,75.09,88,75,9.22,broken clouds
269,jalingo,NG,8.8833,11.3667,77.07,88,45,3.6,scattered clouds
270,port keats,AU,-14.25,129.55,74.43,89,7,5.79,clear sky
271,masterton,NZ,-40.9597,175.6575,53.89,68,35,10.11,scattered clouds
272,katsuura,JP,35.1333,140.3,75.31,91,100,7.94,overcast clouds
273,kysyl-syr,RU,63.8986,122.7617,42.96,79,93,4.52,overcast clouds
274,malanje,AO,-9.5402,16.341,75.33,28,75,5.19,broken clouds
275,bay city,US,43.5945,-83.8889,82.06,60,1,16.11,clear sky
276,touros,BR,-5.1989,-35.4608,81.5,71,4,15.88,clear sky
277,igarka,RU,67.4667,86.5833,44.83,91,99,11.59,overcast clouds
278,kirakira,SB,-10.4544,161.9205,79.39,84,50,8.75,scattered clouds
279,guerrero negro,MX,27.9769,-114.0611,86.32,54,40,12.44,scattered clouds
280,victoria,HK,22.2855,114.1577,86.97,88,31,1.01,light rain
281,saint anthony,US,45.0205,-93.218,80.65,45,1,1.01,clear sky
282,cururupu,BR,-1.8283,-44.8683,78.69,83,23,5.3,few clouds
283,hammerfest,NO,70.6634,23.6821,41.45,87,100,8.05,overcast clouds
284,ode,NG,7.7899,5.7117,72.12,93,86,3.96,light rain
285,panama city,PA,8.9936,-79.5197,84.16,74,40,4.61,scattered clouds
286,shelburne,CA,44.0787,-80.2041,75.06,50,12,19.51,few clouds
287,male,MV,4.1748,73.5089,82.35,78,75,6.91,broken clouds
288,freeport,US,40.6576,-73.5832,80.56,66,1,13.0,clear sky
289,kruisfontein,ZA,-34.0033,24.7314,58.89,86,93,6.11,overcast clouds
290,tomigusuku,JP,26.185,127.675,82.94,92,75,13.8,light intensity shower rain
291,north platte,US,41.1239,-100.7654,98.38,26,1,3.0,clear sky
292,villa sandino,NI,12.0483,-84.9936,88.97,82,100,13.31,light rain
293,gornozavodsk,RU,58.3758,58.3211,30.99,94,8,4.41,clear sky
294,vila franca do campo,PT,37.7167,-25.4333,68.41,81,52,15.57,broken clouds
295,bubaque,GW,11.2833,-15.8333,80.92,77,100,11.56,overcast clouds
296,russell,US,32.3502,-85.1999,87.08,46,1,9.22,clear sky
297,pinawa,CA,50.1489,-95.8811,62.02,41,100,11.45,overcast clouds
298,bongaree,AU,-27.0797,153.1586,62.22,83,5,11.01,clear sky
299,zalantun,CN,48.0,122.7167,43.48,90,35,5.99,scattered clouds
300,loandjili,CG,-4.7561,11.8578,77.11,83,90,4.61,overcast clouds
301,hami,CN,42.8,93.45,68.54,30,42,8.19,scattered clouds
302,jaguarao,BR,-32.5661,-53.3758,60.37,83,89,7.47,overcast clouds
303,gloucester,GB,51.8657,-2.2431,61.5,79,83,10.0,broken clouds
304,gold coast,AU,-28.0,153.4333,59.07,91,3,1.01,clear sky
305,acajutla,SV,13.5928,-89.8275,91.74,84,100,11.18,overcast clouds
306,bluefield,US,37.2698,-81.2223,78.62,45,20,5.01,few clouds
307,terrace,CA,54.5163,-128.6035,60.71,72,90,12.66,light rain
308,reading,GB,51.4562,-0.9711,63.25,78,40,4.61,scattered clouds
309,samdrup jongkhar,BT,26.9167,91.6167,70.95,79,79,4.81,broken clouds
310,los llanos de aridane,ES,28.6585,-17.9182,73.15,78,90,3.44,overcast clouds
311,goderich,CA,43.7501,-81.7165,80.04,60,46,17.27,scattered clouds
312,ylojarvi,FI,61.5563,23.5961,57.49,92,75,4.61,broken clouds
313,bar harbor,US,44.3876,-68.2039,72.34,57,40,5.01,scattered clouds
314,rensvik,NO,63.1,7.8167,56.86,94,90,12.66,overcast clouds
315,wagar,SD,16.1525,36.2032,90.09,46,89,5.66,overcast clouds
316,basco,PH,20.4487,121.9702,81.41,88,100,39.57,heavy intensity rain
317,ilulissat,GL,69.2167,-51.1,30.22,31,1,5.75,clear sky
318,porto velho,BR,-8.7619,-63.9039,77.05,88,40,2.3,light rain
319,gua,IN,22.2,85.3833,72.86,99,86,3.74,overcast clouds
320,qujing,CN,25.4833,103.7833,58.37,83,9,3.42,clear sky
321,haines junction,CA,60.7522,-137.5108,46.35,81,100,1.14,overcast clouds
322,sao filipe,CV,14.8961,-24.4956,79.3,80,100,3.94,overcast clouds
323,tigzirt,DZ,36.8886,4.1198,74.88,71,3,7.85,clear sky
324,kudahuvadhoo,MV,2.6708,72.8944,82.89,68,95,6.91,overcast clouds
325,cabedelo,BR,-6.9811,-34.8339,79.47,75,68,12.53,broken clouds
326,mahebourg,MU,-20.4081,57.7,71.89,78,75,18.41,broken clouds
327,marzuq,YE,14.4,46.4667,83.05,42,44,1.54,scattered clouds
328,kaoma,ZM,-14.7833,24.8,65.17,39,28,8.32,scattered clouds
329,souillac,MU,-20.5167,57.5167,71.98,78,75,18.41,broken clouds
330,bukama,CD,-9.2,25.85,76.44,31,14,3.58,few clouds
331,calama,CL,-22.4667,-68.9333,70.29,12,81,21.85,broken clouds
332,bengkulu,ID,-3.8004,102.2655,74.57,92,68,5.19,broken clouds
333,ixtapa,MX,20.7,-105.2,90.23,74,1,9.22,clear sky
334,manakara,MG,-22.1333,48.0167,66.27,88,92,4.23,moderate rain
335,wanning,CN,18.8003,110.3967,78.94,88,40,2.19,scattered clouds
336,rio gallegos,AR,-51.6226,-69.2181,51.85,25,0,16.11,clear sky
337,halifax,CA,44.6453,-63.5724,70.68,57,0,1.99,clear sky
338,kangavar,IR,34.5043,47.9653,70.0,17,0,1.59,clear sky
339,ornskoldsvik,SE,63.2909,18.7153,51.62,100,90,4.61,overcast clouds
340,nyurba,RU,63.2842,118.3319,48.07,82,97,3.51,overcast clouds
341,tugulym,RU,57.0591,64.6425,42.87,69,10,11.61,clear sky
342,abu dhabi,AE,24.4667,54.3667,93.31,84,13,8.05,haze
343,leningradskiy,RU,69.3833,178.4167,28.85,92,100,19.95,light snow
344,ostrovnoy,RU,68.0531,39.5131,36.97,89,77,12.37,broken clouds
345,verkhoyansk,RU,67.5447,133.385,43.05,56,82,3.22,broken clouds
346,santa rosa,PH,14.3122,121.1114,78.78,90,93,2.01,overcast clouds
347,pensacola,US,30.4213,-87.2169,89.69,64,1,1.01,clear sky
348,concordia,AR,-31.393,-58.0209,71.67,53,0,12.66,clear sky
349,birjand,IR,32.8663,59.2211,59.47,25,0,0.0,clear sky
350,baghdad,IQ,33.3406,44.4009,85.91,30,0,12.66,clear sky
351,tineo,ES,43.3376,-6.4145,63.25,88,100,3.09,overcast clouds
352,terracina,IT,41.2863,13.2217,72.3,72,27,3.8,scattered clouds
353,merritt,CA,50.1123,-120.7942,70.52,45,80,7.34,broken clouds
354,havre-saint-pierre,CA,50.2334,-63.5986,61.16,67,20,23.02,few clouds
355,isangel,VU,-19.55,169.2667,69.91,73,7,5.75,clear sky
356,tshikapa,CD,-6.4167,20.8,83.57,28,97,2.82,overcast clouds
357,tuscaloosa,US,33.2098,-87.5692,87.58,55,75,8.05,broken clouds
358,komsomolskiy,UZ,40.4272,71.7189,70.52,35,58,6.91,broken clouds
359,estelle,US,29.8458,-90.1067,88.05,53,20,9.22,few clouds
360,kunming,CN,25.0389,102.7183,57.13,77,0,6.71,clear sky
361,muhos,FI,64.808,25.9931,46.18,84,41,4.61,scattered clouds
362,selizharovo,RU,56.8519,33.4487,54.68,87,30,4.61,scattered clouds
363,ballina,AU,-28.8667,153.5667,62.78,86,0,13.8,clear sky
364,sembe,CG,1.6481,14.5806,69.15,99,100,2.01,very heavy rain
365,ekibastuz,KZ,51.6667,75.3667,48.36,77,79,11.18,broken clouds
366,eatonton,US,33.3268,-83.3885,86.85,50,0,3.29,clear sky
367,grinnell,US,41.743,-92.7224,91.38,52,1,11.5,clear sky
368,vila velha,BR,-20.3297,-40.2925,78.75,78,20,5.75,few clouds
369,bouna,CI,9.2667,-3.0,72.23,97,100,3.69,heavy intensity rain
370,abeche,TD,13.8292,20.8324,76.1,75,100,12.66,overcast clouds
371,saint-pierre,RE,-21.3393,55.4781,69.44,76,0,3.44,clear sky
372,dhidhdhoo,MV,6.8833,73.1,82.45,74,100,14.45,overcast clouds
373,karatuzskoye,RU,53.6072,92.8667,44.47,71,80,2.84,broken clouds
374,zhovkva,UA,50.0583,23.9726,54.61,67,98,3.6,overcast clouds
375,kutum,SD,14.2,24.6667,79.93,53,17,2.73,few clouds
376,omsukchan,RU,62.5333,155.8,29.12,75,11,3.65,few clouds
377,hirara,JP,24.8,125.2833,82.94,86,100,35.12,moderate rain
378,padang,ID,-0.9492,100.3543,75.25,86,51,3.49,broken clouds
379,nome,US,64.5011,-165.4064,46.17,81,1,4.61,clear sky
380,deputatskiy,RU,69.3,139.9,37.26,65,84,4.27,broken clouds
381,oum hadjer,TD,13.2954,19.6966,75.58,75,100,9.62,overcast clouds
382,korla,CN,41.7597,86.1469,70.59,31,93,7.2,overcast clouds
383,ahuimanu,US,21.4447,-157.8378,84.78,63,75,9.22,light rain
384,turkistan,KZ,43.0,68.0,63.36,21,0,7.58,clear sky
385,angoche,MZ,-16.2325,39.9086,74.53,78,76,12.41,broken clouds
386,margate,GB,51.3813,1.3862,63.7,79,97,1.01,overcast clouds
387,prince rupert,CA,54.3161,-130.3201,55.49,88,90,11.5,light rain
388,londoko,RU,49.0333,131.9833,51.31,98,100,3.02,overcast clouds
389,berlevag,NO,70.8578,29.0864,42.33,76,97,9.24,overcast clouds
390,saskylakh,RU,71.9167,114.0833,43.59,71,58,8.23,broken clouds
391,broken hill,AU,-31.95,141.4333,49.71,76,0,10.36,clear sky
392,santa ana,US,33.7456,-117.8678,107.02,41,20,1.01,few clouds
393,ulaanbaatar,MN,47.9077,106.8832,44.73,81,75,11.18,broken clouds
394,olinda,BR,-8.0089,-34.8553,78.53,65,75,10.36,broken clouds
395,flinders,AU,-34.5833,150.8552,64.8,47,0,10.13,clear sky
396,dukat,RU,62.55,155.55,26.74,78,12,3.47,few clouds
397,oistins,BB,13.0667,-59.5333,87.89,70,40,14.97,scattered clouds
398,sechura,PE,-5.5569,-80.8222,75.2,61,87,12.88,overcast clouds
399,yulara,AU,-25.2406,130.9889,51.64,37,0,8.05,clear sky
400,maceio,BR,-9.6658,-35.7353,81.84,74,40,9.22,scattered clouds
401,wapi pathum,TH,15.8452,103.3768,76.1,91,100,9.48,moderate rain
402,ituporanga,BR,-27.4144,-49.6025,64.67,69,1,1.1,clear sky
403,mogadishu,SO,2.0371,45.3438,77.7,82,93,20.94,light rain
404,manono,CD,-7.3,27.4167,79.7,26,77,4.68,broken clouds
405,hasaki,JP,35.7333,140.8333,73.8,90,99,4.7,overcast clouds
406,cayenne,GF,4.9333,-52.3333,86.04,76,0,5.01,clear sky
407,rehoboth,NA,-23.3167,17.0833,69.4,18,5,2.64,clear sky
408,hervey bay,AU,-25.2986,152.8535,63.03,69,11,9.71,few clouds
409,kangaatsiaq,GL,68.3065,-53.4641,33.93,56,0,13.22,clear sky
410,yumen,CN,40.2833,97.2,61.57,38,93,11.25,overcast clouds
411,lavrentiya,RU,65.5833,-171.0,42.57,80,100,11.48,overcast clouds
412,cairo montenotte,IT,44.4031,8.2746,71.94,58,3,1.36,clear sky
413,wolgast,DE,54.05,13.7667,62.98,90,96,8.81,overcast clouds
414,wajima,JP,37.4,136.9,71.92,81,1,7.87,clear sky
415,codrington,AU,-38.2667,141.9667,43.75,93,98,9.73,overcast clouds
416,loharu,IN,28.45,75.8167,75.76,95,100,15.32,overcast clouds
417,tezu,IN,27.9167,96.1667,74.34,87,100,4.76,overcast clouds
418,yar-sale,RU,66.8333,70.8333,42.48,79,100,9.84,overcast clouds
419,san cristobal,VE,7.7669,-72.225,80.78,86,100,3.0,overcast clouds
420,krasnoselkup,RU,65.7,82.4667,43.47,93,69,10.02,broken clouds
421,tacuati,PY,-23.45,-56.5833,87.15,36,0,0.81,clear sky
422,hofn,IS,64.2539,-15.2082,53.44,67,17,5.17,few clouds
423,nago,JP,26.5881,127.9761,83.25,86,82,17.52,broken clouds
424,omboue,GA,-1.5746,9.2618,77.02,86,100,8.97,overcast clouds
425,sobolevo,RU,54.4299,31.8996,56.98,78,91,6.11,overcast clouds
426,jiayuguan,CN,39.8167,98.3,63.73,34,100,3.42,overcast clouds
427,ust-ilimsk,RU,58.0006,102.6619,44.73,74,100,3.38,overcast clouds
428,pangkalanbuun,ID,-2.6833,111.6167,74.08,98,99,2.62,heavy intensity rain
429,ewa beach,US,21.3156,-158.0072,85.01,57,75,10.36,broken clouds
430,tabuk,PH,17.4189,121.4443,73.53,97,100,5.75,overcast clouds
431,mount gambier,AU,-37.8333,140.7667,42.71,93,90,8.05,light rain
432,palmer,US,42.1584,-72.3287,77.65,50,40,1.99,scattered clouds
433,birao,CF,10.2849,22.7882,71.06,96,92,2.66,light rain
434,tandil,AR,-37.3217,-59.1332,58.3,74,100,5.01,overcast clouds
435,clyde river,CA,70.4692,-68.5914,34.03,80,90,18.41,light shower snow
436,marystown,CA,47.1666,-55.1483,59.72,79,0,25.41,clear sky
437,ulaangom,MN,49.9811,92.0667,49.28,51,76,3.6,broken clouds
438,canutama,BR,-6.5339,-64.3831,89.78,48,83,1.19,broken clouds
439,syasstroy,RU,60.1367,32.5691,52.09,94,98,6.08,overcast clouds
440,beloha,MG,-25.1667,45.05,63.68,72,0,13.35,clear sky
441,zhanaozen,KZ,43.3,52.8,69.31,24,0,11.21,clear sky
442,faya,SA,18.3851,42.4509,68.52,52,49,2.42,scattered clouds
443,svetlaya,RU,46.5389,138.3297,61.47,92,100,19.62,light rain
444,kanniyakumari,IN,8.0833,77.5667,79.81,80,100,18.99,overcast clouds
445,bathsheba,BB,13.2167,-59.5167,88.41,83,40,14.97,scattered clouds
446,amnat charoen,TH,15.9167,104.75,73.62,98,100,6.24,light rain
447,registro,BR,-24.4875,-47.8436,67.91,87,100,3.0,overcast clouds
448,tilichiki,RU,60.4667,166.1,38.84,53,70,22.46,broken clouds
449,sidrolandia,BR,-20.9319,-54.9614,86.79,42,2,4.74,clear sky
450,pombas,CV,17.1503,-25.0201,82.18,85,97,2.66,overcast clouds
451,fare,PF,-16.7,-151.0167,77.25,71,40,15.7,light rain
452,luohe,CN,33.5717,114.0353,70.88,91,0,6.44,light rain
453,turinsk,RU,58.0458,63.696,38.41,74,9,13.02,clear sky
454,ilheus,BR,-14.7889,-39.0494,78.62,78,20,10.36,few clouds
455,vishnyakovskiye dachi,RU,55.7614,38.1344,61.32,94,53,4.97,broken clouds
456,akcakoca,TR,41.0866,31.1162,62.53,82,1,4.29,clear sky
457,pozo colorado,PY,-23.4923,-58.7972,87.64,29,0,5.17,clear sky
458,caledon,ZA,-34.23,19.4265,55.17,94,98,3.56,overcast clouds
459,ouricuri,BR,-7.8825,-40.0817,84.22,23,43,5.53,scattered clouds
460,dharan,NP,26.8125,87.2835,75.9,81,60,3.65,broken clouds
461,fuxin,CN,42.0156,121.6589,57.45,74,22,0.69,light rain
462,meulaboh,ID,4.1363,96.1285,76.6,90,89,3.33,overcast clouds
463,neuquen,AR,-38.9516,-68.0591,64.29,48,0,5.75,clear sky
464,lazarev,RU,52.225,141.5131,52.79,79,100,18.03,overcast clouds
465,upata,VE,8.0086,-62.3989,88.2,69,62,3.67,broken clouds
466,southbridge,US,42.0751,-72.0334,76.35,56,98,6.87,overcast clouds
467,rio cuarto,AR,-33.1307,-64.3499,76.77,25,97,34.52,overcast clouds
468,coxim,BR,-18.5067,-54.76,97.21,22,39,5.21,scattered clouds
469,chernyanka,RU,50.9409,37.8069,65.86,58,100,4.47,overcast clouds
470,grenville,GD,12.1167,-61.6167,86.05,72,74,11.97,broken clouds
471,faanui,PF,-16.4833,-151.75,77.49,73,18,14.72,light rain
472,bagdarin,RU,54.4333,113.6,46.44,99,100,2.42,moderate rain
473,bardiyah,LY,31.7561,25.0865,77.23,64,0,10.29,clear sky
474,warwick,US,41.7001,-71.4162,77.5,58,40,9.22,scattered clouds
475,fortuna,US,40.5982,-124.1573,70.93,66,1,3.0,clear sky
476,oissel,FR,49.3333,1.1,59.67,87,40,4.61,scattered clouds
477,fort morgan,US,40.2503,-103.8,99.1,9,1,8.05,clear sky
478,usinsk,RU,65.9939,57.5281,39.13,95,100,10.63,overcast clouds
479,pafos,CY,34.7667,32.4167,76.91,78,20,6.91,few clouds
480,port hedland,AU,-20.3167,118.5667,68.05,94,0,5.75,clear sky
481,natchitoches,US,31.7668,-93.1335,88.65,42,1,8.05,clear sky
482,linhares,BR,-19.3911,-40.0722,75.76,76,8,10.54,clear sky
483,rwamagana,RW,-1.9487,30.4347,65.64,52,95,2.66,overcast clouds
484,riyadh,SA,24.6877,46.7219,87.94,14,7,10.76,clear sky
485,ahipara,NZ,-35.1667,173.1667,57.52,62,10,4.16,clear sky
486,prokuplje,RS,43.2342,21.5881,61.88,32,100,3.31,overcast clouds
487,karaj,IR,35.8355,51.0103,76.78,22,0,9.22,clear sky
488,kuandian,CN,40.7286,124.7847,52.43,92,1,5.88,clear sky
489,sola,VU,-13.8833,167.55,78.04,79,17,14.79,few clouds
490,toora-khem,RU,52.4675,96.11,38.12,71,80,2.01,broken clouds
491,kindia,GN,10.0569,-12.8658,70.52,95,100,2.62,moderate rain
492,hovd,MN,48.0056,91.6419,53.46,32,19,4.52,few clouds
493,karpogory,RU,64.0019,44.4451,34.63,95,8,3.91,clear sky
494,cockburn town,TC,21.4612,-71.1419,87.76,66,40,11.5,scattered clouds
495,fairbanks,US,64.8378,-147.7164,54.1,63,1,0.0,haze
496,sept-iles,CA,50.2001,-66.3821,68.52,53,40,5.01,scattered clouds
497,sardulgarh,IN,29.7,75.25,74.66,92,83,10.69,light rain
498,chimbote,PE,-9.0853,-78.5783,64.85,81,100,10.49,overcast clouds
499,virovitica,HR,45.8319,17.3839,66.02,44,1,0.83,clear sky
500,el limon,VE,10.3059,-67.6321,80.4,66,100,2.73,overcast clouds
501,seka,TH,17.9285,103.9552,74.89,95,100,3.15,moderate rain
502,skjervoy,NO,70.0311,20.9714,47.25,72,100,4.52,overcast clouds
503,katghora,IN,22.5,82.55,75.24,92,97,1.45,overcast clouds
504,bunia,CD,1.5667,30.25,63.57,82,9,1.21,clear sky
505,aksu,CN,41.1231,80.2644,71.87,30,100,6.8,overcast clouds
506,chabahar,IR,25.2919,60.643,80.83,86,66,6.22,broken clouds
507,bambous virieux,MU,-20.3428,57.7575,71.85,78,75,18.41,broken clouds
508,longyan,CN,25.1072,117.0225,74.84,92,45,3.69,scattered clouds
509,luganville,VU,-15.5333,167.1667,76.24,86,93,14.45,overcast clouds
510,pangnirtung,CA,66.1451,-65.7125,37.02,41,4,4.68,clear sky
511,adre,TD,13.4667,22.2,72.61,73,34,4.99,scattered clouds
512,neosho,US,36.869,-94.368,94.78,38,0,16.89,clear sky
513,pontianak,ID,-0.0333,109.3333,76.98,94,90,0.0,overcast clouds
514,srostki,RU,52.4189,85.7022,55.33,52,100,3.2,overcast clouds
515,port arthur,CN,38.8,121.2667,71.82,87,0,9.86,light rain
516,saint-gaudens,FR,43.0833,0.6667,64.13,87,100,3.71,overcast clouds
517,ceres,US,37.5949,-120.9577,96.8,34,1,10.36,clear sky
518,dunedin,NZ,-45.8742,170.5036,50.81,49,100,11.01,overcast clouds
519,raymond,US,43.9015,-70.4703,75.65,60,59,5.28,broken clouds
520,coihaique,CL,-45.5752,-72.0662,50.61,95,100,1.68,light rain
521,qaqortoq,GL,60.7167,-46.0333,50.5,78,100,13.96,light rain
522,gornopravdinsk,RU,60.05,69.9,41.13,98,100,11.41,light rain
523,gualeguay,AR,-33.1416,-59.3097,64.56,75,18,10.42,few clouds
524,evensk,RU,61.95,159.2333,38.46,57,49,7.0,scattered clouds
525,kologriv,RU,58.8275,44.3178,48.33,78,100,3.29,light rain
526,sambava,MG,-14.2667,50.1667,67.06,83,87,12.01,overcast clouds
527,altamira,BR,-3.2033,-52.2064,89.69,62,40,6.91,scattered clouds
528,hanson,US,42.0751,-70.88,78.26,60,20,1.01,few clouds
529,ranong,TH,9.9658,98.6348,79.54,89,100,10.04,overcast clouds
530,ojinaga,MX,29.5667,-104.4167,98.56,13,1,5.75,clear sky
531,kushima,JP,31.4583,131.2333,74.62,96,100,2.68,overcast clouds
532,emba,KZ,48.8264,58.1442,49.3,48,0,8.34,clear sky
533,harlingen,US,26.1906,-97.6961,99.25,59,75,9.22,broken clouds
534,avera,US,33.194,-82.5271,86.4,31,0,5.1,clear sky
535,kumo,NG,10.0447,11.2122,78.24,77,34,6.38,scattered clouds
536,hopelchen,MX,19.7667,-89.85,85.71,61,100,8.3,overcast clouds
537,kismayo,SO,-0.3582,42.5454,76.15,81,91,18.28,light rain
538,kloulklubed,PW,7.0419,134.2556,75.7,71,100,3.22,overcast clouds
539,erenhot,CN,43.6475,111.9767,66.54,51,58,8.7,broken clouds
540,shimoda,JP,34.6667,138.95,76.48,86,100,5.23,overcast clouds
541,kailua,US,21.4022,-157.7394,85.06,66,64,12.66,light rain
542,fort saint james,CA,54.4333,-124.25,66.0,29,40,9.15,scattered clouds
543,burnie,AU,-41.0667,145.9167,43.72,86,94,8.39,overcast clouds
544,sierra vista,US,31.5545,-110.3037,91.49,25,1,5.99,clear sky
545,shingu,JP,33.7333,135.9833,76.91,90,100,4.16,overcast clouds
546,placido de castro,BR,-10.3353,-67.1856,94.55,32,79,2.89,broken clouds
547,kadoma,JP,34.7333,135.5833,75.2,88,75,3.44,broken clouds
548,okha,RU,53.5739,142.9478,50.0,68,92,5.86,overcast clouds
549,mehamn,NO,71.0357,27.8492,41.41,77,99,3.31,overcast clouds
550,macau,MO,22.2006,113.5461,86.72,89,20,5.75,light rain
551,kieta,PG,-6.2167,155.6333,81.0,78,100,6.06,light rain
552,mecca,SA,21.4267,39.8261,87.62,56,36,4.85,scattered clouds
553,saint-vallier,FR,46.6411,4.3711,57.97,83,40,2.39,scattered clouds
554,mareeba,AU,-17.0,145.4333,66.92,95,90,3.87,overcast clouds
